taxpayer_pin,taxpayer_name,department,division,station_name,obligation_name,year,total_advance_tax_paid,total_turnover,is_nil_return,variance,estimate
P051399351P,Happy Church Ministries International-eldoret,MST,Compliance,Eldoret,Income Tax - Company,2017,33120,23700,N,9420,847.8
P051644996Z,ST ALBAN LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2023,4425,0,N,4425,398.25
P051507149K,Njohmu Enterprises Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2017,18000,1,N,17999,1619.91
P051472407U,TINDER LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2017,9360,0,N,9360,842.4
P051094177F,Pentecostal Assemblies Of God,MST,Compliance,Kakamega,Income Tax - Company,2019,12480,1,N,12479,1123.11
P051141498Y,Bytewise Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2022,37500,1,N,37499,3374.91
P051406398R,SACRED HEART BOYS BOARDING,MST,Compliance,NAKURU,Income Tax - Company,2015,48240,100,N,48140,4332.6
P051148965N,LIGHT ACADEMY,LMT,Compliance,MTO,Income Tax - Company,2015,58080,0.01,N,58079.99,5227.1991
P000597737I,Waku Investment Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,1,N,2399,215.91
P051158409Z,Bende Contractors Company Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2018,17055,0,N,17055,1534.95
P051580023R,Mukuyuni Investment Co-operative Society Limited,MST,Compliance,Machakos,Income Tax - Company,2017,4500,1,N,4499,404.91
P051094812Q,Wellcome Trust Research Laboratories,MST,Compliance,Malindi,Income Tax - Company,2017,36720,1,N,36719,3304.71
P051667423L,Onik Enterprises Limited,LMT,Compliance,MTO,Income Tax - Company,2020,3000,1,N,2999,224.925
P051116981G,Lamsons Industries Limited,MST,Compliance,NAKURU,Income Tax - Company,2022,6630,1,N,6629,596.61
P051650395L,Jacridge School Limited,MST,Compliance,Thika,Income Tax - Company,2019,24480,0,N,24480,2203.2
P051872391R,HABOSA LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2023,12480,0.01,N,12479.99,1123.1991
P051239823G,ASPEN CONSTRUCTION LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2019,2400,5,N,2395,215.55
P051446729K,KENELEC TECHNOMATION LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2016,4800,0,N,4800,432
P051126650X,MURIWAMA DISTRIBUTORS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,3585,0,N,3585,322.65
P051373127V,Fibertel Ventures Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2019,19500,0,N,19500,1755
P051319453K,JOVENTURE GUEST HOUSE  COMPANY,MST,Compliance,Kisumu,Income Tax - Partnership,2017,5040,1,N,5039,453.51
P051387946R,One Heart Kenya,MST,Compliance,Eldoret,Income Tax - Company,2017,10320,10000,N,320,28.8
P051562774N,Ample Ventures,MST,Compliance,North of Nairobi,Income Tax - Partnership,2019,3600,200,N,3400,306
P051217425Y,Royal Supermarket Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,12000,0,N,12000,1080
P052043553V,Obote Road Transporters Self Help Group,MST,Compliance,Kisumu,Income Tax - Company,2022,3360,1,N,3359,302.31
P051397381R,Pamatik Construction Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2018,12000,0,N,12000,1080
P051620014J,Mwamba Real Limited,MST,Compliance,Kisii,Income Tax - Company,2022,10500,0,N,10500,945
P051868891J,Ariel Junior Academy,MST,Compliance,Thika,Income Tax - Company,2022,20160,0,N,20160,1814.4
P051216714T,PAN AFRICAN CHRISTIAN EXCHANGE CENTRE,MST,Compliance,NAKURU,Income Tax - Company,2016,24480,1,N,24479,2203.11
P051234083A,Matanya's Hope,MST,Compliance,NANYUKI,Income Tax - Company,2021,6480,1,N,6479,583.11
P051305975M,JORDAN FREIGHTERS LIMITED,MST,Compliance,Mombasa South,Income Tax - Company,2019,47400,0,N,47400,4266
P051339979B,PEAKS OF KENYA LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,6480,1,N,6479,583.11
P051202016D,MOROP FLOWERS LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2016,2400,1,N,2399,215.91
P051543769Q,Ack St. Barnabas Parish Marurui,MST,Compliance,East of Nairobi,Income Tax - Company,2018,10080,0,N,10080,907.2
P051110317Z,Eagle Retread Limited,MST,Compliance,Eldoret,Income Tax - Company,2019,10320,1,N,10319,928.71
P051619078X,Taticol Enterprises,MST,Compliance,North of Nairobi,Income Tax - Partnership,2021,22500,1,N,22499,2024.91
P051646443L,Estrac Academy Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,65520,1,N,65519,5896.71
P051395719G,Stepah Investment,MST,Compliance,West of Nairobi,Income Tax - Partnership,2019,45000,0,N,45000,4050
P051215484H,ACHARO ENTERPRISES,MST,Compliance,HOMABAY,Income Tax - Partnership,2018,15900,1,N,15899,1430.91
P051142378Y,Hualong Commercial And Company Limited,MST,Compliance,Mombasa North,Income Tax - Company,2020,2400,1,N,2399,179.925
P051366319B,A One Kenya Trading Co. Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2015,12900,1,N,12899,1160.91
P051943239L,EPIC DAIRIES LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2022,8550,1,N,8549,769.41
P051195104P,HATIMY INVESTMENTS LIMITED,MST,Compliance,Mombasa South,Income Tax - Company,2017,47400,1,N,47399,4265.91
P000608999V,KALI SECURITY COMPANY LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,2400,0,N,2400,216
P051174317N,Afa Chemicals Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P051372253Y,Huruma Trading Company Limited,MST,Compliance,Machakos,Income Tax - Company,2016,31920,0,N,31920,2872.8
P051317891Q,Dave Simpson Safaris Limited,MST,Compliance,Thika,Income Tax - Company,2022,5490,250,N,5240,471.6
P051653035A,Jet Ink School,MST,Compliance,Machakos,Income Tax - Partnership,2022,10080,1,N,10079,907.11
P051148494N,Greenwood Academy,MST,Compliance,West of Nairobi,Income Tax - Company,2017,85680,0,N,85680,7711.2
P051432853C,Crossfrontier International Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2016,3600,1,N,3599,323.91
P051343285F,ACCENTURES SYSTEMS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2023,2400,0,N,2400,216
P051656601E,DEBINAH LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,3600,1,N,3599,323.91
P051715303Z,BUILD INDUSTRY SUPPLY LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2021,3000,0,N,3000,270
P051181396Z,TRADEWISE LOGISTICS (K) LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2020,7500,0,N,7500,562.5
P051333375D,Dicern Africa Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P051527815G,Hermanos Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,7200,1,N,7199,647.91
P051392979R,Registered Trustees Of Hospitaller Order Of Saint Of God,MST,Compliance,East of Nairobi,Income Tax - Company,2017,10800,1,N,10799,971.91
P051580311N,Solvit Investment Co Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,7200,1,N,7199,647.91
P051714496T,Tapria Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2024,10000,0,N,10000,900
P051393407W,Kenlab Supplies Limited,MST,Compliance,Kisumu,Income Tax - Company,2018,6450,0,N,6450,580.5
P051369107E,ENDSMEET LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2019,4500,1,N,4499,404.91
P051413491E,Longisa Sunshine Academy,MST,Compliance,KERICHO,Income Tax - Company,2018,23760,0,N,23760,2138.4
P051094765H,MISSIONARY COUNCIL OF THE ASSEMBILES OF GOD IN KENYA,MST,Compliance,North of Nairobi,Income Tax - Company,2022,12000,1,N,11999,1079.91
P051530074Z,Fairdeal Glass Limited,MST,Compliance,Mombasa South,Income Tax - Company,2022,4680,1,N,4679,421.11
P051540086E,Josma Farm Enterprises,MST,Compliance,KERICHO,Income Tax - Company,2020,22800,8700,N,14100,1057.5
P051518922K,TULE TUTU GROUP LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,2400,1,N,2399,215.91
P051165609W,KENYA ASSEMBLIES OF GOD (ICC),LMT,Compliance,MTO,Income Tax - Company,2019,9600,0,N,9600,864
P051321744Q,Omega School Boards And Accessories Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P051093664D,Diocese Of Embu Trustees Registered,MST,Compliance,Embu,Income Tax - Company,2016,2850,0,N,2850,256.5
P051469840O,RONG XIN CO. (K) LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2021,5985,0,N,5985,538.65
P051678287E,CIRCLE ACADEMY LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2023,5760,1,N,5759,518.31
P051118543Y,Italbuild Imports Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2023,16050,1,N,16049,1444.41
P051136623T,Franciscan Sisters Of Saint Joseph (asumbi),MST,Compliance,Kisii,Income Tax - Company,2020,36720,1,N,36719,2753.925
P051138451B,Dero Community & Cultural Organization,MST,Compliance,West of Nairobi,Income Tax - Company,2015,2400,1,N,2399,215.91
P051190978F,Tarakwa Lelkeldo Self Help Group,MST,Compliance,Eldoret,Income Tax - Company,2021,30900,0,N,30900,2781
P051213893G,Yamata Gypsum Limited,LMT,Compliance,LTO,Income Tax - Company,2019,88200,1,N,88199,7937.91
P051093438X,Unicef Office For Eastern And Southern Africa Region,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,1,N,2399,215.91
P051553406X,Decent Tours And Travel Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2016,15421,0,N,15421,1387.89
P051688366B,Brookie Squires Safaris Limited,MST,Compliance,NANYUKI,Income Tax - Company,2019,8640,1,N,8639,777.51
P051230644P,LENS AGRICULTURAL AGENCIES LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2018,15900,100,N,15800,1422
P000631485U,Sabatia Fcs Ltd,MST,Compliance,NAKURU,Income Tax - Company,2018,2400,1,N,2399,215.91
P051374851G,Octagon Plains Limited,MST,Compliance,KAJIADO,Income Tax - Company,2016,3720,1,N,3719,334.71
P000596573K,Tropiflora Limited,MST,Compliance,Thika,Income Tax - Company,2021,2400,1,N,2399,215.91
P051102566S,Africa Inland Church Diguna,MST,Compliance,South of Nairobi,Income Tax - Company,2024,125700,0,N,125700,11313
P051111770M,AFRICAN PARTNER LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,8214,0,N,8214,739.26
P051366894W,KIMSIAN ENTERPRISES,MST,Compliance,North of Nairobi,Income Tax - Partnership,2017,20880,2400,N,18480,1663.2
P051576280R,BETA WORLD HOLDING LTD,MST,Compliance,Mombasa North,Income Tax - Company,2021,5790,1,N,5789,521.01
P051366319B,A One Kenya Trading Co. Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2016,14745,1,N,14744,1326.96
P051103005A,Manoj Service Store,MST,Compliance,Eldoret,Income Tax - Partnership,2024,5000,2,N,4998,449.82
P051442057Z,Ghirany Enterprises Limited,MST,Compliance,MIGORI,Income Tax - Company,2017,10980,0,N,10980,988.2
P051349671R,WATER MISSION KENYA,MST,Compliance,KITALE,Income Tax - Company,2017,5550,50,N,5500,495
P051310040F,Shorland Investments Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,42000,0,N,42000,3780
P000618060Y,HIME & ZIMMERMAN LAND SURVEYORS,MST,Compliance,Mombasa North,Income Tax - Partnership,2023,4800,1,N,4799,431.91
P051444516U,Little Rock Plus Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2016,2400,0,N,2400,216
P051189472N,GREEN PARK GOLF DEVELOPMENT LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,0,N,2400,216
P051213150Z,YUASA INTERNATIONAL LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2015,25260,0,N,25260,2273.4
P051222921Z,Research & Sponsored Projects Office,LMT,Compliance,LTO,Income Tax - Company,2019,16515,1,N,16514,1486.26
P051798125R,EDNYWARE COMPANY LTD,MST,Compliance,North of Nairobi,Income Tax - Company,2023,42000,1,N,41999,3779.91
P051326913X,KARA COMMODITIES LIMITED,MST,Compliance,Thika,Income Tax - Company,2018,669465,1,N,669464,60251.76
P000594051T,Pickwell Properties Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2021,2400,0,N,2400,216
P051457888B,AMAAN GAS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,33000,1,N,32999,2969.91
P051142378Y,Hualong Commercial And Company Limited,MST,Compliance,Mombasa North,Income Tax - Company,2019,2400,1,N,2399,215.91
P051232132K,Shade Quality Services,MST,Compliance,East of Nairobi,Income Tax - Partnership,2017,2400,2,N,2398,215.82
P051897376G,CHEMLY BOILER SERVICES LIMITED,MST,Compliance,KERICHO,Income Tax - Company,2023,10500,2,N,10498,944.82
P051138505U,Farasi Marketing Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2015,2400,2,N,2398,215.82
P051234175B,Charpenel Enterprises,MST,Compliance,Mombasa South,Income Tax - Partnership,2021,24600,1,N,24599,2213.91
P051353606T,KIAMBU HILLCREST ACADEMY,MST,Compliance,KIAMBU,Income Tax - Partnership,2015,5040,100,N,4940,444.6
P051468814H,Swing Chemicals Limited,MST,Compliance,Mombasa North,Income Tax - Company,2016,2400,1,N,2399,215.91
P000605582C,Thorn Electricals & Hardware Ltd,MST,Compliance,North of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P000613662U,Uneek Electric Company Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2023,2400,0,N,2400,216
P051175148Z,Northern Rangelands Trust,LMT,Compliance,MTO,Income Tax - Company,2019,7200,0,N,7200,648
P051319223A,Wawuda Contractors Limited,MST,Compliance,VOI,Income Tax - Company,2021,9600,0,N,9600,864
P051138738F,AMKAY DISTRIBUTORS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2019,4800,0.01,N,4799.99,431.9991
P051426981Q,CHACHA ENTERPRISES LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2023,7650,1,N,7649,688.41
P051575386W,BUNGOMA CLASSIC SHUTTLE,MST,Compliance,Eldoret,Income Tax - Company,2021,329760,100,N,329660,29669.4
P051774450L,Lobelia Roses Limited,LMT,Compliance,MTO,Income Tax - Company,2023,19050,1,N,19049,1714.41
P051193354X,Valleys Lily School,MST,Compliance,NAIVASHA,Income Tax - Company,2021,69840,23200,N,46640,4197.6
P051148686P,Leboo Safari Tours Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2021,5760,1,N,5759,518.31
P051726999I,WILLSFIX COMPANY LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2020,2400,1,N,2399,179.925
P051218499U,METRO CONTRACTORS EAST AFRICA LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2019,115905,0,N,115905,10431.45
P051231945S,Restoration INTERNATIONAL Churches,MST,Compliance,Machakos,Income Tax - Company,2017,7920,1000,N,6920,622.8
P051854039K,SAHAL HARDWARE LIMITED,LMT,Compliance,MTO,Income Tax - Company,2024,272400,0,N,272400,24516
P052244681G,SIDAI VALLEY LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2024,15500,0,N,15500,1395
P051525820C,ARWA PURE WATER LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,0,N,2400,216
P051923080K,Bellawise Enterprises Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2020,13500,100,N,13400,1005
P051381073W,GOODRICH SCHOOLS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2020,26640,1,N,26639,1997.925
P051655017B,BONJE DISTRIBUTORS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2019,5760,0,N,5760,518.4
P051548201B,Sparrow Transport Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,10080,1,N,10079,907.11
P051152369Y,Spyglass Enterpries Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2018,49200,1,N,49199,4427.91
P051122877A,Plansteel Engineering Company Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2024,2400,0,N,2400,216
P051573275M,Cynton Garage,MST,Compliance,West of Nairobi,Income Tax - Partnership,2017,64080,26000,N,38080,3427.2
P051394301R,Walkers International Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,11250,1,N,11249,1012.41
P051468657V,Bokora Investments Limited,MST,Compliance,NAKURU,Income Tax - Company,2021,7740,1,N,7739,696.51
P051715937P,Jjbrigs Africa Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P051121737K,Poverelle Sisters Of Bergamo In Kenya,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,1,N,2399,215.91
P051374851G,Octagon Plains Limited,MST,Compliance,KAJIADO,Income Tax - Company,2018,3720,1,N,3719,334.71
P051549097B,HIGHRISE HAULIERS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2017,2400,1,N,2399,215.91
P051327545G,CARE TO LEARN INTERNATIONAL,MST,Compliance,West of Nairobi,Income Tax - Company,2024,10000,0,N,10000,900
P051387167Q,County Supply Solutions And Services Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2022,3000,100,N,2900,261
P051183808T,THUKU AND SONS LIMITED,MST,Compliance,MURANGA,Income Tax - Company,2023,4800,0,N,4800,432
P051542047Z,STETOB INTERNATIONAL LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2015,2400,1,N,2399,215.91
P051557234J,CARTA INVESTMENTS LIMITED,MST,Compliance,Thika,Income Tax - Company,2017,3600,0,N,3600,324
P051651542X,RONAFRIK COMPANY LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,22500,10000,N,12500,1125
P051144114F,Leva Timber Hardware & Glass,MST,Compliance,Kisumu,Income Tax - Partnership,2017,4230,1,N,4229,380.61
P051581389N,COSTWISE ELECTRICALS LIMITED,LMT,Compliance,MTO,Income Tax - Company,2018,5100,0,N,5100,459
P051302492A,Kenkal Ships And General Contractors Limited,MST,Compliance,Mombasa North,Income Tax - Company,2017,133200,1,N,133199,11987.91
P051519423I,ELLYCOHNS AUTOMOBILES AND SPARES LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P051324301K,Canossian Sons Of Charity,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,0,N,2400,216
P051577336Z,Bungoma County Matatu Employees Savings And Credit Co-operative Society Limited,MST,Compliance,BUNGOMA,Income Tax - Company,2024,26400,0,N,26400,2376
P051102780S,Kisumu Education Society,MST,Compliance,Kisumu,Income Tax - Company,2016,23760,4380,N,19380,1744.2
P051384572J,BALLARINA ESQUIRE,MST,Compliance,East of Nairobi,Income Tax - Partnership,2018,3600,0,N,3600,324
P051413976K,Welvin Investments Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2020,2400,0,N,2400,180
P051602837D,MASAKU LUCKY WHOLESALERS,MST,Compliance,Machakos,Income Tax - Partnership,2019,2400,2,N,2398,215.82
P051539707N,Miyagi Trading,MST,Compliance,North of Nairobi,Income Tax - Company,2017,10080,1,N,10079,907.11
P051221366S,United Pharma (k) Limited,LMT,Compliance,MTO,Income Tax - Company,2022,4020,0,N,4020,361.8
P051209164H,Kimunge Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,39600,0.01,N,39599.99,3563.9991
P000601848O,Ole Norman Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P051180650P,African Gospel Church Baby Centre,MST,Compliance,NAKURU,Income Tax - Company,2017,14430,1,N,14429,1298.61
P051177742D,PRODIGITECH LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,102900,0,N,102900,9261
P000612813G,CALF COMPANY LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2022,2400,0,N,2400,216
P051652879U,NDEMISO COMPANY LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2018,4800,0,N,4800,432
P051653870N,AQUA SAMAKI LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2020,3600,0,N,3600,270
P051149709D,The Registered Trustees Of Opera Dell Amore Centre,MST,Compliance,East of Nairobi,Income Tax - Company,2020,4800,1,N,4799,359.925
P051726392V,Infinite Adventures Limited,MST,Compliance,NAROK,Income Tax - Company,2022,5760,0,N,5760,518.4
P051507283P,The Voice Community Welfare Association,MST,Compliance,North of Nairobi,Income Tax - Company,2021,4320,0,N,4320,388.8
P051551432S,Vaari Company Limited,MST,Compliance,Kisii,Income Tax - Company,2016,2400,1,N,2399,215.91
